809 791
Q6T023 10.746828729467284 106.62994425988379
Q6T024 10.74621605296993 106.6274819920075
QBTAT011 10.744745886953686 106.62246772235153
QBTAT012 10.743629884813442 106.62112527673864
QBTAT013 10.741385353313715 106.61841892785122
BX46 10.74085369149468 106.6187179941332
BX02 10.771138899451769 106.6985299579451
Q1T050 10.772231564785836 106.69938655603802
Q1T051 10.773510171775708 106.70060226728224
Q1T052 10.774944228788849 106.70196214725033
Q1T058 10.777997423580654 106.70353392172795
Q1T059 10.779847114864982 106.70147666741816
Q1T060 10.780590807791379 106.70065322925058
Q1T061 10.78429672816902 106.69652933288738
Q1T062 10.787425582475443 106.69263476540007
Q1T063 10.789215268194866 106.6903992024612
Q1T064 10.790455595040395 106.68884150957578
QPNT012 10.794702841642072 106.68343433325775
QPNT013 10.79625799654692 106.68165602868085
QPNT014 10.797967931891495 106.68088221137708
QPNT001 10.799712769722472 106.6801365572739
QPNT002 10.802231535707293 106.67924338167488
QPNT003 10.805250863969201 106.67873376196194
QPNT004 10.807745868190588 106.67852454965252
QPNT005 10.810059068364534 106.67857551162983
QGVT127 10.812474999742774 106.67871230429584
QGVT040 10.815178074719874 106.67959743326486
QGVT041 10.816740368576292 106.68084466045657
QGVT042 10.819806972309301 106.68322646206185
QGVT194 10.822112173535263 106.68256395643539
QGVT195 10.82584787671656 106.68050401990601
QGVT105 10.826796287805685 106.67994880264582
QGVT106 10.830110426864282 106.67816245144483
QGVT107 10.833248021576356 106.67638414686463
QGVT108 10.836130052061403 106.6755821663751
QGVT109 10.83911215672014 106.67573505228587
QGVT110 10.842276000359268 106.67672814017115
QGVT111 10.84749521748699 106.67857886439147
QGVT112 10.850206540134662 106.67878941779915
Q12T104 10.851769965928106 106.67900935893269
Q12T106 10.864250759398688 106.68054157084113
Q12T107 10.867261561108714 106.67923265284479
Q12T108 10.869316158188944 106.67749458140312
Q12T109 10.873101319944299 106.67689376658082
Q12T110 10.87666517687077 106.67743289059281
Q12T111 10.87975223802184 106.67876058405521
BX38 10.878846144169124 106.68274009636133
BX04 10.77076654135893 106.69842699578226
Q1T015 10.770842291505657 106.69956224073691
Q1T016 10.770730963424526 106.7019259374286
Q1T077 10.773595149520274 106.70139016618354
Q1T078 10.775088491789745 106.70077057589837
Q1T079 10.777089044216211 106.6996574591515
Q1T080 10.778307684428064 106.69833311845309
Q1T081 10.779950533742904 106.69654140283112
Q3T083 10.78190825412149 106.69442398881273
Q3T084 10.783418680432353 106.6927496198281
Q3T085 10.785703083629125 106.6902035329243
Q3T103 10.785583884022241 106.6896161699245
Q3T049 10.78542313454656 106.68877995049009
Q3T050 10.787295831156174 106.68677701090544
Q3T051 10.789049292828796 106.68484514986245
Q3T052 10.79091669850453 106.682830810892
QPNT048 10.793560678211595 106.67922728842032
QPNT049 10.795476139855417 106.675938900168
QPNT050 10.796635422952395 106.67395942991476
QPNT051 10.798503438961145 106.67082660978191
QPNT052 10.799658758322282 106.66884579842461
QTBT102 10.800951080841973 106.66662358826505
QTBT111 10.80236063621336 106.66416668480397
QTBT110 10.801372631166284 106.66229718512375
QTBT113 10.801019581603418 106.65901147907681
QTBT114 10.80120137762505 106.65675574130209
QTBT115 10.80138053643589 106.65480845755724
QTBT116 10.801694062891018 106.65112042015829
QTBT117 10.802023399524135 106.64694422072547
QTBT118 10.802257884921138 106.64434516018636
QTBT119 10.802539795539372 106.64097094124557
QTBT120 10.806312631131942 106.63618051594833
QTBT075 10.80803831699972 106.6346731144783
QTBT076 10.811695161229471 106.6334983069334
QTBT077 10.814637991727746 106.63258367365933
QTBT078 10.817541275169635 106.63169318026637
QTBT079 10.821643891014572 106.63045064693259
Q12T130 10.82664085798998 106.62597739285556
Q12T131 10.828753690856892 106.62437611406978
Q12T132 10.832455066246741 106.62198626583726
Q12T133 10.835068394126807 106.62029647415785
Q12T134 10.838111100968446 106.61833309715894
Q12T135 10.84133818048119 106.61625974959041
BX41 10.84352681593086 106.61290220938048
BX14 10.751252988074075 106.65256208879025
Q5T029 10.753392851680063 106.65232735239208
Q5T030 10.75413924621297 106.6567208224187
Q5T031 10.754517380582291 106.65923606391563
Q5T032 10.755283534312033 106.66319766331785
Q5T033 10.755579983127944 106.66470911141437
Q5T006 10.756763135578419 106.67049728349886
Q5T007 10.757239426799531 106.67289048449562
Q5T008 10.758437063179457 106.67675018326152
Q5T009 10.759061575019812 106.67834005100472
Q5T010 10.760743394992176 106.68245525349693
Q1T140 10.762291738302546 106.68304947737778
Q1T141 10.76412242098756 106.68224280301949
Q1T088 10.76621461115805 106.68253637667404
Q1T089 10.768690182994836 106.68485099483836
Q1T090 10.771610379951785 106.68760696460417
Q1T091 10.774175488908806 106.69002363492093
Q1T092 10.777096950123385 106.69275412370088
Q1T093 10.781030829523782 106.69643411446756
Q1T094 10.78206962363984 106.69744195450515
Q1T095 10.784235469400308 106.69949317385206
Q1T096 10.786167458089043 106.70135261525168
Q1T097 10.789598632928882 106.70458870042638
Q1T098 10.790669016039326 106.70559721101897
QBTHT129 10.793397323555716 106.70811379363498
QBTHT128 10.797465362719196 106.71081566399407
QBTHT127 10.799707501524596 106.71120994871677
QBTHT062 10.80085358397065 106.71408795896808
QBTHT061 10.799538876910526 106.71759628837498
QBTHT060 10.798498164708025 106.71940409724606
Q2T076 10.800073066244586 106.73418172782642
Q2T077 10.800933294260703 106.73888900464925
Q2T078 10.801690106035888 106.74291567092932
Q2T079 10.80268535781124 106.748063500584
Q9T196 10.819172050915572 106.75830283350136
Q9T197 10.825988823386151 106.76072553879413
Q9T198 10.829985947357647 106.76296920663447
Q9T199 10.833248680177286 106.7647803682734
QTDT061 10.839098324207958 106.76660606673157
QTDT062 10.841651662725273 106.76417888290045
QTDT063 10.84389676395077 106.76246964520408
QTDT064 10.847887724066132 106.76005364543455
QTDT065 10.850014238008171 106.75878227836147
QTDT077 10.850481823624257 106.7601093012773
QTDT078 10.85070836833501 106.76413261479884
QTDT078 10.85070836833501 106.76413261479884
QTDT079 10.849673104769145 106.7690947014765
Q9T204 10.849991848005416 106.7749861735763
Q9T205 10.853531614175328 106.78046659714703
Q9T206 10.858457580575926 106.78881832546786
QTDT190 10.866924392690072 106.791087474295
BX73 10.868183498928868 106.78744280746905
BX14 10.751252988074075 106.65256208879025
Q6T032 10.750179980727042 106.65255997574155
Q5T017 10.750512011272502 106.65416733613318
Q5T018 10.750713596457727 106.6550384068175
Q5T011 10.75136710946359 106.65920119521209
Q5T012 10.7525667461013 106.65893129209647
Q5T031 10.754517380582291 106.65923606391563
Q5T032 10.755283534312033 106.66319766331785
Q5T033 10.755579983127944 106.66470911141437
Q5T060 10.757270389333495 106.66949435353645
Q5T061 10.758696623275274 106.66918320564396
Q10T079 10.761386119770206 106.66856112794262
Q10T080 10.763072538064785 106.66821512297649
Q10T081 10.765396618270584 106.66770282105148
Q10T082 10.76705139667603 106.66731390074726
Q10T015 10.768379262868635 106.6685225922508
Q10T016 10.769517570649622 106.6706066686554
Q10T017 10.770397648253885 106.67225086278155
Q10T018 10.773533233185812 106.67737656420921
Q10T019 10.77475583896747 106.67932921237208
Q10T020 10.775859868801883 106.68028407878138
Q10T021 10.777074560433345 106.6809814531254
Q3T034 10.780820714398295 106.68123355542859
Q3T035 10.784503578339862 106.68301990663255
Q3T043 10.78737817140126 106.67884035443787
Q3T095 10.787903813196813 106.67831866477651
QPNT030 10.791023397293408 106.67812221830616
QPNT031 10.792923068950687 106.67800151890653
QPNT049 10.795476139855417 106.675938900168
QPNT050 10.796635422952395 106.67395942991476
QPNT051 10.798503438961145 106.67082660978191
QPNT052 10.799658758322282 106.66884579842461
QTBT102 10.800951080841973 106.66662358826505
QTBT104 10.80243967898653 106.66592353171535
QTBT105 10.805498524930327 106.66674965209195
QTBT106 10.807221580843109 106.66849845236626
QPNT033 10.808343932622272 106.6719933707098
QPNT036 10.809352990460628 106.67452537601397
QPNT037 10.811436969397965 106.676287587346
QPNT038 10.81352356361344 106.67814635819028
QGVT040 10.815178074719874 106.67959743326486
QGVT041 10.816740368576292 106.68084466045657
QGVT042 10.819806972309301 106.68322646206185
QGVT043 10.820908200869496 106.68407135789792
QGVT044 10.822567940233528 106.68536686484919
QGVT045 10.825070708670701 106.68788277691179
BX43 10.823187331207889 106.69148338474149
BX20 10.733468829033486 106.6570495682399
Q8T071 10.736987148010183 106.65629976575926
Q8T072 10.738742219992801 106.65633999889448
Q8T114 10.746052274982981 106.65964048040135
Q5T011 10.75136710946359 106.65920119521209
Q5T012 10.7525667461013 106.65893129209647
Q5T031 10.754517380582291 106.65923606391563
Q5N130 10.755997252099549 106.66225338390184
Q10T062 10.759536316325292 106.66125479058206
Q10T063 10.764611387624655 106.65983053759514
Q10T064 10.767367595106808 106.65906342581687
Q10T065 10.772576918891351 106.65775719003355
Q10T066 10.776761172079993 106.65641876772828
QTBT023 10.778992761964346 106.65581965035584
QTBT024 10.781134914882767 106.65519737786438
QTBT025 10.784014807403576 106.65439807957452
QTBT026 10.78622279628979 106.65378653592253
QTBT027 10.788688978161494 106.65307306832457
QTBT028 10.792127371047277 106.65304892844344
QTBT034 10.794586912788331 106.65506125574325
QTBT035 10.798938168679172 106.65956401413389
QTBT036 10.800503181767544 106.66330837791897
QTBT037 10.800231809235104 106.66635268515456
QPNT006 10.800039473829314 106.6687639910526
QPNT007 10.799894565328895 106.67031967228127
QPNT008 10.799610018731185 106.67368316238918
QPNT009 10.799138406498786 106.67929166143965
QPNT015 10.800241027056686 106.68154069369321
QPNT016 10.802225606470222 106.68358252530582
QPNT017 10.803878860119989 106.68614403490646
QPNT018 10.803672697459325 106.6877218443595
QBTHT116 10.803214920012593 106.6913575786714
QBTHT117 10.802484463687618 106.69706666057733
QBTHT006 10.802866490536575 106.69941895788094
QBTHT007 10.803533060049308 106.70087539737092
QBTHT008 10.803219531894182 106.70391434017998
QBTHT009 10.80296396503219 106.7077767211549
QBTHT010 10.8028045672302 106.71052196208169
QBTHT126 10.804708122413196 106.71153717821159
QBTHT125 10.809030905867127 106.71204813902689
QBTHT138 10.810791488243513 106.71241962498036
QBTHT139 10.811666177038804 106.7125322777616
QBTHT140 10.812319556464955 106.71260469740513
QBTHT141 10.813852882438072 106.71278909927024
QTDT128 10.827370604111348 106.71678357905758
QTDT129 10.828168844223233 106.71968304700273
QTDT130 10.829407034247374 106.72251277751351
QTDT131 10.833377112347714 106.72745877094005
QTDT132 10.835629521428134 106.73018657750757
QTDT133 10.83786347057145 106.73299485034237
QTDT134 10.839333443751062 106.73692160434048
QTDT135 10.840450407790689 106.74119168109229
QTDT136 10.840827118778883 106.74379610604605
QTDT137 10.841290761213001 106.74634688681789
QTDT138 10.844802312810705 106.7496299106538
QTDT139 10.84743924140069 106.75204658097627
QTDT140 10.85015780876801 106.75436937398369
QTDT077 10.850481823624257 106.7601093012773
QTDT078 10.85070836833501 106.76413261479884
QTDT079 10.849673104769145 106.7690947014765
QTDT080 10.849617785241046 106.77179300374569
Q9T204 10.849991848005416 106.7749861735763
Q9T205 10.853531614175328 106.78046659714703
Q9T206 10.858457580575926 106.78881832546786
Q9T207 10.863515174026634 106.79731288141942
Q9T208 10.8666254185394 106.80251636690961
BX87 10.875069282756671 106.80511240030503
BX14 10.751252988074075 106.65256208879025
Q6T091 10.75212315350019 106.64959791018748
Q11T098 10.753615125644133 106.64925896710156
Q11T099 10.753854918966075 106.64687984770157
Q11T100 10.754126335724758 106.64417349880914
Q11T001 10.75453213863648 106.64137327259095
Q11T002 10.754824634344041 106.63842284267432
Q6T034 10.754717644336322 106.63559567425607
Q6T035 10.753205755358342 106.63307573888984
Q6T036 10.75150808019923 106.63086828086692
Q6T037 10.749587072205577 106.62838254367246
Q6T038 10.746432792034128 106.62448596452671
QBTAT011 10.744745886953686 106.62246772235153
QBTAT012 10.743629884813442 106.62112527673864
QBTAT013 10.741385353313715 106.61841892785122
QBTAT014 10.739683000033569 106.61639117783196
QBTAT015 10.735142469179415 106.61311888283365
QBTAT016 10.731650720560785 106.61104683589527
QBTAT017 10.729044401132013 106.60817288941398
QBTAT018 10.727384144900427 106.6055711466695
QBTAT019 10.725470885939842 106.60296940392504
QBCT366 10.720922234271242 106.59997069424307
QBCT367 10.719488578239325 106.59979903286622
QBCT371 10.69275386684778 106.5951641756873
QBCT372 10.688283795507429 106.59293257778688
QBCT374 10.683897999961646 106.59087264125921
QBCT375 10.682126797032195 106.58864104336254
QBCT376 10.679807347429668 106.58593737667609
QBCT378 10.67327062268027 106.57928549832283
QBCT379 10.669643733454162 106.5752514559644
QBCT381 10.666628319285277 106.57145344799041
QBCT265 10.66068702838267 106.57667839115624
QBCT266 10.659543039567192 106.5785398442126
QBCT267 10.658314696559733 106.58050858562953
QBCT268 10.657407933734902 106.58208572453032
QBCT269 10.656200669736506 106.58410274570953
QBCT236 10.655852723765483 106.58564642693797
QBCT237 10.656569704109774 106.58743814256427
QBCT238 10.65741320682169 106.58932641771075
QBCT239 10.658193444749786 106.59101084497213
QBCT240 10.659047486675972 106.59292057779075
QBCT241 10.660228380207407 106.59568325307613
QBCT242 10.66134600736546 106.59832791116483
QBCT243 10.661388181894864 106.601374900606
QBCT244 10.659890982523041 106.60431460168635
QBCT245 10.658678457710067 106.60682514932842
QBCT246 10.657096893578656 106.60990432527345
QBCT247 10.655884356435674 106.61236122873112
QBCT248 10.654313322870406 106.61560133722136
QBCT249 10.652636841872676 106.61876634385898
QBCT250 10.651487550826205 106.62120178964453
QBCT251 10.650422607546117 106.62324026849586
QBCT252 10.648440326973553 106.62708119180523
QBCT253 10.647312108336333 106.62933424737776
QBCT254 10.645456337754702 106.63261727121203
QBCT255 10.643442390921981 106.63645946568178
QBCT256 10.64197673626219 106.63923823422137
QBCT257 10.64035290920322 106.64210283344953
QBCT258 10.63756918555891 106.64681279247975
BX58 10.630831205334562 106.65900791099698
BX87 10.875069282756671 106.80511240030503
QTDT187 10.868215761538165 106.8043677616822
QTDT086 10.834936012294726 106.7654717076459
QBTHT058 10.800131687085711 106.71721005028138
Q1T072 10.79128885016885 106.69524857809138
Q3T105 10.782376623656265 106.68641495346131
Q10T001 10.77689802083478 106.6807266432658
Q10T003 10.773562216226274 106.67719417399302
Q10T086 10.761048833532113 106.66848602608678
Q5T024 10.755205141545002 106.66107874151231
Q6T018 10.749816990570539 106.64316553866755
Q6T024 10.74621605296993 106.6274819920075
qbtat008 10.74100126361858 106.61845513764973
BX14 10.751252988074075 106.65256208879025
Q6T032 10.750179980727042 106.65255997574155
Q5T017 10.750512011272502 106.65416733613318
Q5T018 10.750713596457727 106.6550384068175
Q5T011 10.75136710946359 106.65920119521209
Q5T012 10.7525667461013 106.65893129209647
Q5T072 10.752896796281458 106.65940187157165
Q5T073 10.753035798408334 106.66207402230278
Q5T074 10.75332500288536 106.66349426363648
Q5T075 10.753597735263275 106.66492053993386
Q5T076 10.753955450676168 106.66689462245508
Q5T077 10.754288132217436 106.66856967364191
Q5T064 10.754022645789492 106.6694206044519
Q5T112 10.752922489412565 106.6683715978974
Q5T106 10.752686645609831 106.67041275895458
Q5T107 10.7529896835507 106.6728274176203
Q5T108 10.753810519574056 106.67586904264323
Q5T109 10.754464287544879 106.67827153613925
Q5T110 10.75493043670983 106.68003518379591
Q5T111 10.75613005977713 106.68433208263511
Q1T131 10.75699067507168 106.68588328949737
Q1T132 10.75946302282006 106.68794121435808
Q1T133 10.760723895037989 106.68903683846001
Q1T134 10.762433375949888 106.69052747612338
Q1T135 10.763567092498274 106.69161047629096
Q1T136 10.765212657229988 106.69307021026395
Q1T137 10.767353590687593 106.69491758172346
Q1T138 10.768364105995175 106.69579131131009
Q1T043 10.770438483152235 106.69834049452744
Q1T050 10.772231564785836 106.69938655603802
Q1T051 10.773510171775708 106.70060226728224
Q1T052 10.774944228788849 106.70196214725033
Q1T055 10.774529226308895 106.70305514741821
Q1T056 10.77182315075654 106.70591773499498
Q1T023 10.773886305644007 106.70661108602387
Q1T057 10.776047599205523 106.70572059263296
BX06 10.7767894851893 106.70585699056292
BX46 10.74085369149468 106.6187179941332
QBTAT009 10.74347243199668 106.6212841976237
QBTAT010 10.744983712142103 106.62308530097721
Q6T025 10.74606782459927 106.62740890181209
Q6T026 10.74669433480404 106.6299154261329
Q6T027 10.74722466032422 106.63227711116781
Q6T028 10.748260935823392 106.6361958185377
Q6T029 10.748820247628178 106.63844350969585
Q6T087 10.750893212920923 106.64261612012798
Q6T088 10.753470356162234 106.64310159995196
Q11T009 10.75522780484206 106.64423787182186
Q11T010 10.756131642335523 106.6459008414184
Q11T011 10.757301616049423 106.6480922061804
Q11T012 10.75848476174587 106.65027820652757
Q11T014 10.760371462297394 106.65376239604139
Q11T015 10.761562502262253 106.65600740499029
Q11T016 10.76245050577578 106.65753894633099
Q10T011 10.764084220245726 106.6605752069393
Q10T012 10.76452426730468 106.66139059847985
Q10T013 10.766231749209918 106.66462534255197
Q10T014 10.767161901176893 106.66623466796094
Q10T015 10.768379262868635 106.6685225922508
Q10T016 10.769517570649622 106.6706066686554
Q10T017 10.770397648253885 106.67225086278155
Q10T018 10.773533233185812 106.67737656420921
Q3T018 10.771820530105915 106.67994542454883
Q3T019 10.769565666118833 106.68252906238213
Q1T007 10.766862821797023 106.68765055049475
Q1T040 10.768512317376292 106.69029722023194
Q1T041 10.76973033235195 106.6933395158069
Q1T042 10.770973376877917 106.69639321077712
BX02 10.771138899451769 106.6985299579451
Q1T050 10.772231564785836 106.69938655603802
Q1T051 10.773510171775708 106.70060226728224
Q1T055 10.774529226308895 106.70305514741821
Q1T056 10.77182315075654 106.70591773499498
Q1T023 10.773886305644007 106.70661108602387
Q1T057 10.776047599205523 106.70572059263296
BX06 10.7767894851893 106.70585699056292
BX38 10.878846144169124 106.68274009636133
Q12T124 10.879686388075399 106.6785969693053
Q12T125 10.876536110834254 106.67723708933768
Q12T126 10.873103954001145 106.67674088066697
Q12T127 10.869893022078742 106.6770922500479
Q12T128 10.86709034283833 106.67923265284183
Q12T129 10.86441407448199 106.68040209596938
Q12T105 10.854346245964745 106.67929099087904
QGVT113 10.850290836388325 106.67871565705123
QGVT114 10.847308182184959 106.67839043920522
QGVT115 10.843824981305948 106.67724647706329
QGVT116 10.841456725595869 106.67639755791564
QGVT117 10.839152989235709 106.67562239950726
QGVT119 10.836851871931339 106.67545878476041
QGVT120 10.835255435872128 106.67548560685054
QGVT121 10.831409200615255 106.6771056610925
QGVT122 10.826859516151233 106.67980664557054
QGVT123 10.825792557612557 106.67971813267646
QGVT124 10.821753880565566 106.67879008835136
QGVT125 10.81883746644984 106.67872035091993
QGVT126 10.815117482100836 106.67861842698011
QPNT034 10.813544639053793 106.67800688331855
QPNT035 10.809724472524815 106.67467826193099
QPNT053 10.807977718108596 106.67405330723007
QPNT054 10.805891086536203 106.67718076294796
QPNT023 10.8047371084827 106.67769038266081
QPNT024 10.802813800661674 106.67662018126077
QPNT025 10.800163307088123 106.67511546200646
QPNT026 10.798714873385785 106.67752877955537
QPNT027 10.796120989217082 106.67769105320076
QPNT047 10.793318935614941 106.67918638472352
Q3T053 10.790381176709015 106.68302325938313
Q3T029 10.790939751610054 106.68795383011009
Q3T030 10.788971563926959 106.69044694338673
Q3T031 10.78699150790491 106.69291725788995
Q3T032 10.785669487195245 106.6944682452533
Q3T033 10.784023381588508 106.69662541186764
Q1T065 10.781793623462057 106.69907609034979
Q1T066 10.779384694917276 106.70174689997982
Q1T036 10.777888079138634 106.70233899761988
Q1T037 10.775147117503238 106.69985862483055
Q1T075 10.773957448705493 106.69971847940658
Q1T049 10.772506913790535 106.69894868541087
BX03 10.770862717230598 106.69853160193384
BX41 10.84352681593086 106.61290220938048
Q12T136 10.841235440135506 106.61599689310309
Q12T137 10.837916156699864 106.618139978106
Q12T138 10.83467850270729 106.62023478334666
Q12T139 10.831893934202856 106.62203186338665
Q12T140 10.8290908986958 106.62381821459059
Q12T141 10.826329987248567 106.62594520633567
QTPT010 10.822130613868103 106.63005099778151
QTPT011 10.819385450298748 106.63061225002924
QTPT012 10.817045978957678 106.631384726226
QTPT013 10.812914975989058 106.63258635586469
QTPT014 10.808209566641274 106.63426541870439
QTBT121 10.806144012640667 106.63605445212099
QTBT122 10.803546240633734 106.6378864008784
QTBT123 10.802371174929274 106.64024138038965
QTBT124 10.802062917337821 106.64429688042023
QTBT125 10.801528078905735 106.650272842113
QTBT126 10.801232992686968 106.65369802302165
QTBT127 10.800993234694486 106.65662163084451
QTBT128 10.800861500115293 106.65831142252392
QTBT036 10.800503181767544 106.66330837791897
QTBT037 10.800231809235104 106.66635268515456
QPNT043 10.79962846165259 106.66844480818301
QPNT044 10.798163563224875 106.6709204871038
QPNT045 10.796395662496915 106.67396211212355
QPNT046 10.795296977523462 106.67580478971726
QPNT047 10.793318935614941 106.67918638472352
Q3T053 10.790381176709015 106.68302325938313
Q3T054 10.787043546683682 106.68665966425833
Q3T055 10.7852130045708 106.6886404872724
Q3T056 10.782797517487166 106.69137766992161
Q3T057 10.780932035129782 106.69338060949762
Q3T058 10.779776645013397 106.69462783669309
Q1T074 10.776052870230323 106.69864492525382
Q1T075 10.773957448705493 106.69971847940658
Q1T076 10.77141539491081 106.70085238327606
Q1T022 10.771215796166095 106.69950390269085
BX04 10.77076654135893 106.69842699578226
BX73 10.868183498928868 106.78744280746905
QTDT184 10.866911880663375 106.79028683490402
QTDT185 10.865835184651653 106.79270216412212
QTDT081 10.858649218722645 106.78866678065896
QTDT082 10.856425959262497 106.78490766472356
QTDT072 10.849712616294807 106.77221142834986
QTDT073 10.849804816681724 106.76883452720047
QTDT074 10.850510798020727 106.76700794286151
QTDT075 10.850824275483014 106.76432305163866
QTDT076 10.850679391541018 106.75942802018614
QTDT066 10.849722493571454 106.75869644767299
QTDT067 10.848207130191488 106.75961577481308
QTDT068 10.844153608236038 106.7621598500615
QTDT060 10.836159025706515 106.76593417337219
QTDT086 10.834936012294726 106.7654717076459
QTDT087 10.831171440148717 106.76334940976086
QTDT089 10.820301602915782 106.75818347519882
Q2T083 10.802925114725666 106.74795063248001
Q2T080 10.80208399358353 106.74339980965924
Q2T081 10.801224425120047 106.73876562303093
Q2T082 10.800408991395138 106.73437082356493
QBTHT059 10.798877565538591 106.71948992793828
QBTHT058 10.800131687085711 106.71721005028138
QBTHT056 10.801496456634593 106.71380900924746
QBTHT055 10.80160447997194 106.7128139097052
QBTHT133 10.799728580348898 106.71106242722344
QBTHT132 10.796703924697734 106.7103918749647
QBTHT131 10.794843801735587 106.70931362694319
QBTHT130 10.793471096487606 106.70799666231684
Q1T099 10.790656500826584 106.70533703674406
Q1T100 10.787156830521571 106.70201243866322
Q1T101 10.786396685001089 106.70129226553998
Q1T102 10.784047727899168 106.6985832549067
Q3T087 10.783313973984509 106.69641489922853
Q3T107 10.781154123069719 106.69444341176057
Q3T108 10.77874772862122 106.69225611669721
Q3T109 10.777778089022622 106.69134616563245
Q3T110 10.776007433532893 106.68967246721998
Q3T005 10.775074671566532 106.69008216296899
Q3T070 10.77311230990662 106.68880878423948
Q3T071 10.770904884780748 106.68673275446146
Q3T072 10.768945789664308 106.6848860535549
Q3T073 10.76769022301506 106.68369112943874
Q3T074 10.766323982582609 106.68244591390652
Q5T083 10.764456152390302 106.6819485205521
Q5T084 10.76335405581795 106.6823857322758
Q5T001 10.761005582907664 106.68277108361139
Q5T002 10.759381075652245 106.67877323941751
Q5T003 10.758752611882194 106.67717329007687
Q5T004 10.75748844119705 106.67356103674912
Q5T005 10.756933759256702 106.67067228598668
Q5T060 10.757270389333495 106.66949435353645
Q5T022 10.757309257459953 106.66857148074604
Q5T023 10.755882358185522 106.66451396904847
Q5T024 10.755205141545002 106.66107874151231
Q5T025 10.754926476837303 106.65961291427543
Q5T026 10.75450486748287 106.65797474347984
Q5T027 10.754048335209154 106.6555446621089
BX14 10.751252988074075 106.65256208879025
BX43 10.823187331207889 106.69148338474149
QGVT001 10.824011643605195 106.69183635299457
QGVT048 10.825623947657652 106.68852650707252
QGVT049 10.823210759130749 106.68571555202453
QGVT050 10.820802820206499 106.68383264129604
QGVT194 10.822112173535263 106.68256395643539
QGVT195 10.82584787671656 106.68050401990601
QGVT123 10.825792557612557 106.67971813267646
QGVT124 10.821753880565566 106.67879008835136
QGVT125 10.81883746644984 106.67872035091993
QGVT126 10.815117482100836 106.67861842698011
QPNT034 10.813544639053793 106.67800688331855
QPNT035 10.809724472524815 106.67467826193099
QPNT053 10.807977718108596 106.67405330723007
QPNT054 10.805891086536203 106.67718076294796
QPNT023 10.8047371084827 106.67769038266081
QPNT024 10.802813800661674 106.67662018126077
QPNT025 10.800163307088123 106.67511546200646
QPNT026 10.798714873385785 106.67752877955537
QPNT027 10.796120989217082 106.67769105320076
QPNT028 10.792667494536678 106.67788618391286
